userid,偏好主要影响品格,偏好图书内容主题,偏好图书类型,偏好图书年代,偏好作者国别,主要特别关注,特定定向水平,行为—认知参考,感知到的父母关系,同伴交往主动性,个体家庭亲密度,平静、放松,全面发展—智,全面发展—德,持有的能力可塑信念,心理韧性
2907,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",49,2.666666667,15,68,77,24,104,137,54,114
2908,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",59,3.133333333,9,47,55,22,102,144,46,85
2909,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 0, 1, 0, 0, 0]",37,2.866666667,12,0,61,0,115,143,48,112
2910,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 0, 1, 0, 0, 0]",48,2.933333333,15,59,65,21,97,129,43,96
2911,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",58,2.4,12,41,67,19,83,126,39,84
2912,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",65,2.666666667,15,75,75,28,95,147,39,87
2913,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",68,3,12,54,75,15,64,119,47,76
2914,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",59,2.666666667,11,53,62,18,82,118,48,98
2915,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",53,2.666666667,15,70,82,23,106,145,55,124
2916,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",20,3.066666667,15,46,58,9,46,85,41,78
2917,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",56,2.4,10,45,58,19,77,96,39,83
2918,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",62,3.6,15,75,75,29,113,149,57,114
2919,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",72,3.666666667,15,75,84,30,110,144,43,95
2920,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",33,2.666666667,15,66,61,24,95,145,54,104
2921,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",69,3.333333333,15,69,73,22,103,143,56,107
2922,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",38,3,15,64,61,24,98,136,47,110
2923,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",58,2.666666667,4,57,62,19,84,126,37,86
2924,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[1, 0, 0, 0, 0, 0]",39,3.4,15,75,83,28,124,150,56,122
2925,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",77,3.2,15,67,78,23,105,155,58,91
2926,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",36,2.933333333,11,41,59,6,79,128,50,92
2927,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",52,3.333333333,5,75,81,26,122,156,40,88
2928,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 0, 1, 0, 0, 0]",52,2.333333333,15,63,70,23,99,149,42,93
2929,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",58,2.533333333,14,60,75,20,79,121,39,98
2930,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",71,3.466666667,15,75,76,30,100,149,47,119
2931,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",43,3.133333333,14,75,75,13,93,138,47,82
2932,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",51,2.8,12,45,68,18,83,117,42,91
2933,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",36,2.8,15,56,73,20,118,155,48,121
2934,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 0, 0, 0, 1, 0]",67,3.066666667,15,74,82,26,99,135,41,67
2935,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",53,2.666666667,14,62,60,19,78,138,52,87
2936,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",73,3.133333333,12,62,61,22,94,121,40,82
2937,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",54,3.2,15,75,73,26,80,130,37,89
2938,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",64,1.933333333,10,48,61,24,89,112,39,80
2939,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",51,2.8,15,75,76,20,105,142,51,120
2940,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",71,3.466666667,11,62,51,25,110,138,43,88
2941,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",51,3.066666667,14,45,73,18,77,123,44,85
2942,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 0, 1, 0, 0, 0]",43,3,12,60,60,18,78,126,41,80
2943,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",58,2.8,15,75,82,23,114,151,64,131
2944,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",48,2.8,9,62,67,18,92,120,38,66
2945,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",50,3.266666667,15,75,82,29,109,150,48,121
2946,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",51,3.333333333,15,68,79,20,99,138,47,95
2947,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",58,2.733333333,13,64,75,22,92,137,40,80
2948,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",56,3.4,15,69,81,14,105,148,53,128
2949,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",71,2.666666667,12,72,81,22,114,153,60,111
2950,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",45,3.4,15,75,80,26,119,151,51,117
2951,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",31,2.333333333,13,46,54,19,74,125,41,86
2952,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",80,3,13,75,84,30,110,160,46,78
2953,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",72,3.4,15,75,81,29,127,153,58,126
2954,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[1, 0, 0, 0, 0, 0]",62,2.866666667,12,45,52,19,78,134,42,79
2955,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",54,2.6,15,73,84,18,116,152,49,113
2956,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",61,3.066666667,12,60,74,17,120,148,50,86
2957,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",75,3.4,15,75,82,27,117,158,55,121
2958,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",44,2.466666667,12,49,60,16,76,109,43,86
2959,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",46,2.933333333,12,53,67,22,82,112,48,98
2960,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",34,2.666666667,12,56,79,17,101,130,43,96
2961,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",68,3.066666667,14,50,63,13,98,102,38,77
2962,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",52,3.2,15,69,81,25,118,152,48,111
2963,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",50,3,15,74,45,15,91,132,44,94
2964,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[1, 0, 0, 0, 0, 0]",58,2.6,15,62,75,16,94,117,46,85
2965,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",74,3.533333333,11,75,84,30,108,137,54,120
2966,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",49,2.2,13,31,56,20,81,92,23,74
2967,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",49,2.666666667,9,62,57,27,100,129,44,101
2968,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",40,3.466666667,11,75,82,20,110,139,39,96
2969,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",16,3.2,15,75,44,6,51,121,39,76
2970,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 0, 1, 0, 0, 0]",39,3.466666667,12,0,79,30,120,160,57,120
2971,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",48,2.466666667,6,36,36,20,83,94,38,86
2972,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[1, 0, 0, 0, 0, 0]",61,2.8,15,60,64,23,93,129,44,108
2973,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0]","[1, 0]","[0, 0, 1, 0, 0, 0]",47,3,15,75,80,22,103,119,60,119
2974,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",58,3.333333333,15,74,75,25,99,142,46,120
2975,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",37,1.6,2,19,49,19,77,99,37,72
2976,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",61,2.533333333,13,63,65,15,79,121,41,70
2977,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",42,2.666666667,15,59,67,21,86,142,45,79
2978,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",52,3,13,56,78,23,93,129,44,89
2979,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",68,3.2,13,0,74,0,96,146,40,84
2980,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",53,2.666666667,15,69,88,21,106,148,43,114
2981,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",47,3,12,60,62,18,94,124,52,88
2982,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",44,1.933333333,11,69,54,24,83,129,40,82
2983,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",57,2.933333333,13,45,60,18,76,116,39,78
